unnamed: 0,unnamed: 0.2,unnamed: 0.1,group,program,preferred id,facility name,sys loc code,loc name,loc type,latitude,longitude,sys sample code,sample date,medium,matrix,analyte,analyte short name,cas,detect flag,result text,result numeric,unit,lab qualifiers,detect description,method detection limit,reporting detection limit,approval code,fraction,dilution factor,result type code,analytic method,ai id,ai name,address,city,state,zip code,county
11731,11731,11731,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.767,,ng/L,<,Below Method Detection Limit,0.767,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11732,11732,11732,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoro(2-ethoxyethane)sulfonic acid,PFEESA,113507-82-7,N,<2.39,,ng/L,<,Below Method Detection Limit,2.39,10.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11733,11733,11733,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoroheptanoic acid,PFHpA,375-85-9,N,<0.790,,ng/L,<,Below Method Detection Limit,0.79,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11734,11734,11734,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,Y,0.666,0.666,ng/L,J,,0.561,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11735,11735,11735,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorohexanoic acid,PFHxA,307-24-4,Y,0.893,0.893,ng/L,J,,0.59,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11736,11736,11736,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,1.94,1.94,ng/L,J,,0.857,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11737,11737,11737,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoro-4-methoxybutanoic acid,PFMBA,863090-89-5,N,<1.48,,ng/L,<,Below Method Detection Limit,1.48,10.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11738,11738,11738,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoro-3-methoxypropanoic acid,PFMPA,377-73-1,N,<1.60,,ng/L,<,Below Method Detection Limit,1.6,10.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11739,11739,11739,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorononanoic acid,PFNA,375-95-1,N,<0.832,,ng/L,<,Below Method Detection Limit,0.832,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11740,11740,11740,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<1.09,,ng/L,<,Below Method Detection Limit,1.09,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11741,11741,11741,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorooctanoic acid,PFOA,335-67-1,Y,1.16,1.16,ng/L,J,,0.786,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11742,11742,11742,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorooctanesulfonic acid,PFOS,1763-23-1,Y,2.11,2.11,ng/L,J,,1.29,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11743,11743,11743,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.770,,ng/L,<,Below Method Detection Limit,0.77,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11744,11744,11744,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoropentanoic acid,PFPeA,2706-90-3,N,<1.45,,ng/L,<,Below Method Detection Limit,1.45,10.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11745,11745,11745,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<0.582,,ng/L,<,Below Method Detection Limit,0.582,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11746,11746,11746,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.838,,ng/L,<,Below Method Detection Limit,0.838,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11747,11747,11747,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.980,,ng/L,<,Below Method Detection Limit,0.98,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11748,11748,11748,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2303161258.000S,3/16/2023,Water,Inf-WWTP,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.908,,ng/L,<,Below Method Detection Limit,0.908,5.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11749,11749,11749,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<7.3,,ng/L,<,Below Method Detection Limit,7.3,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11750,11750,11750,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,FTCA 3:3 ion,3:3 FTCA,1169706-83-5,N,<21.9,,ng/L,<,Below Method Detection Limit,21.9,46.9,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11751,11751,11751,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<4.5,,ng/L,<,Below Method Detection Limit,4.5,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11752,11752,11752,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,FTCA 5:3 ion,5:3 FTCA,1799325-94-2,N,<45.3,,ng/L,<,Below Method Detection Limit,45.3,235.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11753,11753,11753,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,FtS 6:2 acid,6:2 FtS,27619-97-2,N,<9.2,,ng/L,<,Below Method Detection Limit,9.2,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11754,11754,11754,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,FTCA 7:3 ion,7:3 FTCA,812-70-4,N,<49.1,,ng/L,<,Below Method Detection Limit,49.1,235.0,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11755,11755,11755,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<9.8,,ng/L,<,Below Method Detection Limit,9.8,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11756,11756,11756,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<7.7,,ng/L,<,Below Method Detection Limit,7.7,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11757,11757,11757,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<5.5,,ng/L,<,Below Method Detection Limit,5.5,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11758,11758,11758,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<3.3,,ng/L,<,Below Method Detection Limit,3.3,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11759,11759,11759,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<7.3,,ng/L,<,Below Method Detection Limit,7.3,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11760,11760,11760,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<3.0,,ng/L,<,Below Method Detection Limit,3.0,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11761,11761,11761,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<2.4,,ng/L,<,Below Method Detection Limit,2.4,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11762,11762,11762,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<30.1,,ng/L,<,Below Method Detection Limit,30.1,93.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11763,11763,11763,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,"Perfluoro-3,6-dioxaheptanoic acid",NFDHA,151772-58-6,N,<5.3,,ng/L,<,Below Method Detection Limit,5.3,18.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11764,11764,11764,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<2.5,,ng/L,<,Below Method Detection Limit,2.5,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11765,11765,11765,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<25.0,,ng/L,<,Below Method Detection Limit,25.0,93.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11766,11766,11766,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorobutanoic acid,PFBA,375-22-4,N,<5.8,,ng/L,<,Below Method Detection Limit,5.8,37.5,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11767,11767,11767,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorobutanesulfonic acid,PFBS,375-73-5,N,<3.0,,ng/L,<,Below Method Detection Limit,3.0,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11768,11768,11768,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorodecanoic acid,PFDA,335-76-2,N,<1.7,,ng/L,<,Below Method Detection Limit,1.7,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11769,11769,11769,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorododecanoic acid,PFDoA,307-55-1,N,<2.1,,ng/L,<,Below Method Detection Limit,2.1,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11770,11770,11770,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<2.6,,ng/L,<,Below Method Detection Limit,2.6,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11771,11771,11771,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<2.5,,ng/L,<,Below Method Detection Limit,2.5,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11772,11772,11772,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoro(2-ethoxyethane)sulfonic acid,PFEESA,113507-82-7,N,<3.0,,ng/L,<,Below Method Detection Limit,3.0,18.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11773,11773,11773,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoroheptanoic acid,PFHpA,375-85-9,N,<2.0,,ng/L,<,Below Method Detection Limit,2.0,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11774,11774,11774,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<2.2,,ng/L,<,Below Method Detection Limit,2.2,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11775,11775,11775,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorohexanoic acid,PFHxA,307-24-4,Y,2.8,2.8,ng/L,J,,1.4,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11776,11776,11776,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,7.1,7.1,ng/L,J,,2.4,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11777,11777,11777,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoro-4-methoxybutanoic acid,PFMBA,863090-89-5,N,<3.0,,ng/L,<,Below Method Detection Limit,3.0,18.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11778,11778,11778,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoro-3-methoxypropanoic acid,PFMPA,377-73-1,N,<4.5,,ng/L,<,Below Method Detection Limit,4.5,18.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11779,11779,11779,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorononanoic acid,PFNA,375-95-1,N,<2.2,,ng/L,<,Below Method Detection Limit,2.2,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11780,11780,11780,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<2.3,,ng/L,<,Below Method Detection Limit,2.3,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11781,11781,11781,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorooctanoic acid,PFOA,335-67-1,N,<3.4,,ng/L,<,Below Method Detection Limit,3.4,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11782,11782,11782,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorooctanesulfonic acid,PFOS,1763-23-1,N,<1.6,,ng/L,<,Below Method Detection Limit,1.6,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11783,11783,11783,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<2.2,,ng/L,<,Below Method Detection Limit,2.2,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11784,11784,11784,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoropentanoic acid,PFPeA,2706-90-3,N,<2.8,,ng/L,<,Below Method Detection Limit,2.8,18.8,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11785,11785,11785,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,N,<1.7,,ng/L,<,Below Method Detection Limit,1.7,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
11786,11786,11786,Municipal wastewater treatment plants,Wastewater,MN0022179,Marshall WWTP MN0022179 MNR0539JJ,FA00134,WS001,Influent Waste Stream,44.47944,-95.7758,FA00134.2306131302.000S,6/13/2023,Water,Inf-WWTP,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<2.7,,ng/L,<,Below Method Detection Limit,2.7,9.4,Prelim,Total,1,TRG,1633,1333,Marshall WWTP,600 E Erie Rd,Marshall,MN,56258-2704,Lyon
