unnamed: 0,unnamed: 0.2,unnamed: 0.1,group,program,preferred id,facility name,sys loc code,loc name,loc type,latitude,longitude,sys sample code,sample date,medium,matrix,analyte,analyte short name,cas,detect flag,result text,result numeric,unit,lab qualifiers,detect description,method detection limit,reporting detection limit,approval code,fraction,dilution factor,result type code,analytic method,ai id,ai name,address,city,state,zip code,county
15134,15134,15134,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<1.0,,ng/L,<,Below Method Detection Limit,1.0,8.2,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15135,15135,15135,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<1.5,,ng/L,<,Below Method Detection Limit,1.5,8.2,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15136,15136,15136,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.71,,ng/L,<,Below Method Detection Limit,0.71,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15137,15137,15137,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<2.0,,ng/L,<,Below Method Detection Limit,2.0,8.2,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15138,15138,15138,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<1.2,,ng/L,<,Below Method Detection Limit,1.2,4.1,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15139,15139,15139,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15140,15140,15140,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<5.1,,ng/L,<,Below Method Detection Limit,5.1,20.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15141,15141,15141,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,"Perfluoro-3,6-dioxaheptanoic acid",NFDHA,151772-58-6,N,<1.0,,ng/L,<,Below Method Detection Limit,1.0,4.1,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15142,15142,15142,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15143,15143,15143,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<5.1,,ng/L,<,Below Method Detection Limit,5.1,20.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15144,15144,15144,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,66,66.0,ng/L,B3,,2.0,8.2,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15145,15145,15145,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,7.4,7.4,ng/L,,,0.31,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15146,15146,15146,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15147,15147,15147,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15148,15148,15148,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.92,,ng/L,<,Below Method Detection Limit,0.92,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15149,15149,15149,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15150,15150,15150,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,26,26.0,ng/L,,,0.53,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15151,15151,15151,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.41,,ng/L,<,Below Method Detection Limit,0.41,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15152,15152,15152,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,140,140.0,ng/L,,,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15153,15153,15153,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,10,10.0,ng/L,,,0.58,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15154,15154,15154,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluoro-3-methoxypropanoic acid,PFMPA,377-73-1,Y,0.61,0.61,ng/L,J,,0.51,4.1,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15155,15155,15155,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15156,15156,15156,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.41,,ng/L,<,Below Method Detection Limit,0.41,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15157,15157,15157,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,57,57.0,ng/L,,,0.65,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15158,15158,15158,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorooctane sulfonate,PFOS,45298-90-6,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15159,15159,15159,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15160,15160,15160,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,83,83.0,ng/L,N1,,1.0,4.1,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15161,15161,15161,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,2.3,2.3,ng/L,,,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15162,15162,15162,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15163,15163,15163,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15164,15164,15164,Landfills and other solid waste management facilities,Solid Waste,SW-541,Oak Ridge Demolition Landfill,821404,MW-5,Well-Monitoring,46.464786,-93.733698,821404.2305101426.000S,5/10/2023,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,2.0,Prelim,Total,1,TRG,1633,35895,Waste Management - Oak Ridge Landfill,42500 310th Ln,Aitkin,MN,56431-4748,Aitkin
15165,15165,15165,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.92,,ng/L,<,Below Method Detection Limit,0.92,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15166,15166,15166,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.56,,ng/L,<,Below Method Detection Limit,0.56,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15167,15167,15167,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15168,15168,15168,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.51,,ng/L,<,Below Method Detection Limit,0.51,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15169,15169,15169,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15170,15170,15170,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.92,,ng/L,<,Below Method Detection Limit,0.92,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15171,15171,15171,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.82,,ng/L,<,Below Method Detection Limit,0.82,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15172,15172,15172,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15173,15173,15173,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.70,,ng/L,<,Below Method Detection Limit,0.7,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15174,15174,15174,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.58,,ng/L,<,Below Method Detection Limit,0.58,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15175,15175,15175,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<0.89,,ng/L,<,Below Method Detection Limit,0.89,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15176,15176,15176,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.55,,ng/L,<,Below Method Detection Limit,0.55,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15177,15177,15177,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<0.52,,ng/L,<,Below Method Detection Limit,0.52,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15178,15178,15178,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,57.2,57.2,ng/L,,,0.5,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15179,15179,15179,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,13.7,13.7,ng/L,,,0.49,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15180,15180,15180,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.61,,ng/L,<,Below Method Detection Limit,0.61,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15181,15181,15181,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.48,,ng/L,<,Below Method Detection Limit,0.48,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15182,15182,15182,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.59,,ng/L,<,Below Method Detection Limit,0.59,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15183,15183,15183,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.64,,ng/L,<,Below Method Detection Limit,0.64,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15184,15184,15184,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,10.1,10.1,ng/L,,,0.69,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15185,15185,15185,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.67,,ng/L,<,Below Method Detection Limit,0.67,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15186,15186,15186,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,32.6,32.6,ng/L,,,0.91,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15187,15187,15187,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorohexadecanoic acid,PFHxDA,67905-19-5,N,<0.45,,ng/L,<,Below Method Detection Limit,0.45,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15188,15188,15188,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,2.8,2.8,ng/L,,,0.53,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15189,15189,15189,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,Y,1,1.0,ng/L,J,,0.8,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15190,15190,15190,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.59,,ng/L,<,Below Method Detection Limit,0.59,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
